RH2M,T2MDEW,QV2M,T2MWET,PS,PSC,TS,T2M_MAX,T2M_MIN,ALLSKY_SFC_UV_INDEX,WS50M,WD50M,WSC,LATITUDE,LONGITUDE,Target_Rain
78,20.7,15.53,20.6,999.1,1000.3,26.5,30.8,21.7,5.01,23.09,194,5.98,19.08,83.81,1
74,20.0,15.17,20.3,999.0,1000.2,27.0,32.1,20.2,5.83,21.47,201,5.56,19.08,83.81,0
68,19.4,14.97,20.3,998.8,1000.0,28.2,34.1,21.7,5.07,17.42,202,4.51,19.08,83.81,0
67,20.0,15.64,21.1,999.1,1000.3,29.2,35.2,21.8,6.08,26.86,200,6.96,19.08,83.81,0
68,20.9,16.52,22.0,1000.7,1001.9,29.9,36.6,23.6,5.62,21.33,183,5.53,19.08,83.81,0
72,21.7,17.22,22.5,999.2,1000.4,29.6,36.7,22.4,5.8,16.34,176,4.23,19.08,83.81,1
75,22.4,17.64,22.8,998.9,1000.1,29.3,33.0,23.8,4.98,16.88,192,4.38,19.08,83.81,0
70,21.4,17.55,22.9,999.0,1000.2,30.4,36.0,23.3,5.99,22.54,197,5.84,19.08,83.81,0
70,22.4,18.05,23.4,1000.0,1001.2,30.9,36.2,24.7,6.17,24.44,169,6.34,19.08,83.81,0
71,22.4,17.81,23.1,998.6,999.8,30.4,36.9,23.8,6.16,35.64,171,9.24,19.08,83.81,0
67,21.5,17.2,22.7,998.3,999.5,30.8,35.8,24.8,6.12,21.47,172,5.56,19.08,83.81,0
79,22.4,17.31,22.4,999.0,1000.2,28.1,31.5,24.4,4.44,21.47,179,5.56,19.08,83.81,1
72,21.4,16.74,22.0,998.3,999.5,29.1,34.3,22.8,5.77,22.28,143,5.78,19.08,83.81,0
68,20.8,16.57,22.0,998.0,999.2,29.9,35.3,22.6,5.48,13.37,192,3.46,19.08,83.81,0
73,22.7,18.1,23.3,998.9,1000.1,30.2,36.9,24.3,5.92,22.01,161,5.7,19.08,83.81,1
65,20.9,16.78,22.4,998.4,999.6,30.9,37.4,22.9,6.53,15.66,151,4.06,19.08,83.81,0
61,20.8,16.56,22.5,999.6,1000.8,31.8,37.4,25.0,6.01,24.84,191,6.44,19.08,83.81,0
63,21.2,17.18,23.0,1001.3,1002.5,31.9,38.2,24.9,6.74,23.9,183,6.19,19.08,83.81,0
56,19.1,15.67,22.1,1003.0,1004.2,32.4,38.9,24.3,6.71,15.93,172,4.13,19.08,83.81,0
54,19.0,14.76,21.3,1003.1,1004.3,32.0,38.3,25.1,6.41,24.84,3,6.44,19.08,83.81,0
56,19.7,15.25,21.6,1001.7,1002.9,31.9,38.0,24.9,5.58,19.71,356,5.11,19.08,83.81,0
47,17.2,14.43,21.9,1000.5,1001.7,34.0,41.3,24.5,6.82,20.52,22,5.32,19.08,83.81,0
40,15.5,12.99,21.5,999.6,1000.8,35.0,41.8,26.7,6.93,19.58,10,5.07,19.08,83.81,0
39,14.9,12.68,21.3,998.8,1000.0,35.0,42.3,25.8,7.15,29.56,85,7.66,19.08,83.81,0
41,16.8,13.26,21.6,998.2,999.4,34.9,42.5,26.1,6.68,26.73,129,6.93,19.08,83.81,0
37,15.8,12.66,21.8,997.4,998.6,35.9,42.2,26.6,6.81,14.58,77,3.78,19.08,83.81,0
37,15.7,12.25,21.2,996.5,997.7,35.3,41.8,26.6,6.57,17.01,43,4.41,19.08,83.81,0
40,16.5,13.25,21.8,997.2,998.4,35.3,41.3,26.8,6.45,15.12,140,3.92,19.08,83.81,0
40,16.5,13.16,21.7,997.8,999.0,35.2,42.3,26.8,6.69,28.76,154,7.46,19.08,83.81,0
40,16.1,12.97,21.4,995.4,996.6,34.9,41.7,27.2,5.89,24.3,134,6.3,19.08,83.81,0
45,17.3,13.75,21.3,993.6,994.8,33.8,41.9,25.3,6.3,27.68,58,7.18,19.08,83.81,0
43,16.0,12.1,19.5,995.4,996.6,32.4,37.5,25.4,6.36,24.84,9,6.44,19.08,83.81,0
55,18.7,14.46,20.7,995.6,996.8,31.2,36.9,24.0,6.12,19.31,203,5.0,19.08,83.81,0
72,20.8,15.59,20.8,997.9,999.1,27.9,31.3,22.0,5.07,14.18,200,3.68,19.08,83.81,1
74,21.8,16.88,22.1,999.5,1000.7,28.8,33.6,22.9,5.4,38.07,187,9.87,19.08,83.81,1
80,23.0,17.93,23.0,1000.5,1001.7,28.5,33.6,24.0,4.77,14.44,203,3.74,19.08,83.81,1
76,22.5,17.66,22.8,999.1,1000.3,29.1,33.6,23.6,5.95,15.12,210,3.92,19.08,83.81,0
69,21.8,17.3,22.7,998.9,1000.1,30.4,35.6,23.1,6.55,18.76,197,4.86,19.08,83.81,0
69,22.0,17.08,22.5,999.6,1000.8,30.2,33.3,24.6,6.02,13.5,314,3.5,19.08,83.81,1
76,22.4,17.77,22.9,999.1,1000.3,29.2,35.8,24.3,5.73,18.5,317,4.79,19.08,83.81,1
67,20.7,16.33,21.8,997.5,998.7,29.9,36.3,23.2,6.15,35.37,321,9.17,19.08,83.81,0
85,22.2,16.83,21.9,999.3,1000.5,26.4,26.3,22.8,1.56,14.31,251,3.71,19.08,83.81,1
83,22.3,17.33,22.4,1000.0,1001.2,27.3,33.3,22.6,5.53,19.98,176,5.18,19.08,83.81,1
86,23.4,18.39,23.4,1000.3,1001.5,27.7,32.6,23.0,5.14,16.6,229,4.3,19.08,83.81,1
81,23.7,18.85,23.8,998.7,999.9,29.1,33.6,23.6,6.24,22.82,175,5.91,19.08,83.81,0
82,24.4,19.68,24.5,997.3,998.5,29.6,34.5,24.5,5.79,31.59,182,8.19,19.08,83.81,1
76,23.9,19.36,24.3,996.0,997.2,30.6,35.0,25.4,5.53,9.32,317,2.42,19.08,83.81,0
76,24.4,20.05,24.9,995.7,996.9,31.2,37.5,25.9,5.85,16.74,259,4.34,19.08,83.81,0
71,23.9,19.96,25.0,995.2,996.4,32.3,37.7,25.9,6.68,16.07,197,4.16,19.08,83.81,0
69,24.2,19.83,25.0,996.0,997.2,32.7,36.8,26.4,6.33,11.61,276,3.01,19.08,83.81,0
65,23.1,18.78,24.3,995.6,996.8,32.8,37.9,25.5,6.62,21.47,217,5.56,19.08,83.81,0
68,23.5,19.77,25.0,996.1,997.3,32.9,39.2,26.3,6.34,15.8,191,4.1,19.08,83.81,0
61,20.9,17.73,23.6,994.8,996.0,32.9,40.6,24.0,6.39,20.66,10,5.36,19.08,83.81,0
60,19.9,17.36,23.3,993.5,994.7,32.8,40.6,24.6,7.27,23.22,309,6.02,19.08,83.81,0
61,21.1,17.48,23.3,991.8,993.0,32.6,40.9,23.6,6.94,23.49,195,6.09,19.08,83.81,0
63,22.1,19.01,24.6,992.5,993.7,33.5,40.9,24.6,6.83,16.34,179,4.23,19.08,83.81,0
66,23.5,20.34,25.6,994.8,996.0,33.9,38.6,26.0,5.85,20.92,191,5.42,19.08,83.81,0
71,25.7,21.72,26.5,997.2,998.4,33.8,38.5,27.9,6.55,18.5,176,4.79,19.08,83.81,0
71,25.3,20.96,25.9,998.4,999.6,33.2,39.1,27.8,6.47,16.2,182,4.2,19.08,83.81,0
76,25.4,21.1,25.8,997.0,998.2,32.1,39.2,26.8,5.25,19.71,188,5.11,19.08,83.81,1
65,23.0,18.66,24.2,996.4,997.6,32.7,38.6,25.1,6.81,11.61,189,3.01,19.08,83.81,0
68,23.9,19.74,25.0,997.6,998.8,32.9,39.7,27.0,6.49,12.15,184,3.15,19.08,83.81,0
74,24.3,19.92,24.9,998.5,999.7,31.6,37.5,24.9,6.23,16.74,169,4.34,19.08,83.81,1
61,21.6,17.88,23.8,997.7,998.9,33.1,40.1,26.0,6.74,22.68,218,5.88,19.08,83.81,0
64,23.0,18.37,24.0,996.6,997.8,32.7,38.4,25.4,5.93,12.42,197,3.22,19.08,83.81,0
77,25.2,20.54,25.3,996.5,997.7,31.4,34.2,26.8,4.35,25.24,191,6.54,19.08,83.81,1
70,23.9,19.43,24.6,996.5,997.7,32.1,37.3,25.7,6.5,15.12,185,3.92,19.08,83.81,0
62,22.1,18.23,24.0,995.3,996.5,33.1,38.8,25.5,6.61,18.5,174,4.79,19.08,83.81,0
66,23.0,18.31,23.8,996.3,997.5,32.1,37.9,26.0,6.47,23.22,198,6.02,19.08,83.81,0
70,23.7,19.75,24.9,997.2,998.4,32.4,38.0,25.5,6.51,18.9,210,4.9,19.08,83.81,0
72,24.5,20.2,25.2,997.4,998.6,32.3,38.6,26.8,6.77,20.12,252,5.22,19.08,83.81,1
67,23.7,19.37,24.7,995.5,996.7,32.8,36.6,26.4,5.32,17.55,198,4.55,19.08,83.81,0
61,23.4,18.57,24.4,994.4,995.6,33.7,38.2,28.3,5.29,15.12,105,3.92,19.08,83.81,0
55,21.3,18.03,24.5,993.5,994.7,35.0,41.1,26.6,6.75,22.68,176,5.88,19.08,83.81,0
75,25.7,21.37,26.0,994.3,995.5,32.5,38.2,27.3,5.76,28.22,181,7.31,19.08,83.81,1
80,25.9,21.77,26.2,994.6,995.8,31.7,38.9,27.1,5.01,30.11,178,7.8,19.08,83.81,1
74,24.6,20.38,25.2,993.4,994.6,31.9,37.7,24.9,6.46,18.63,199,4.83,19.08,83.81,1
68,24.5,20.07,25.2,992.6,993.8,33.1,38.2,26.5,6.33,14.44,202,3.74,19.08,83.81,0
65,24.3,19.97,25.3,992.1,993.3,33.8,38.0,26.7,6.18,14.85,199,3.85,19.08,83.81,0
56,22.2,17.68,24.0,991.5,992.7,34.3,38.5,27.7,6.39,20.92,338,5.42,19.08,83.81,0
50,20.8,17.11,24.2,989.0,990.2,35.7,41.7,27.0,6.52,22.01,191,5.7,19.08,83.81,0
45,19.4,16.02,23.9,988.0,989.2,36.4,41.8,27.3,6.73,23.09,299,5.98,19.08,83.81,0
43,20.2,15.72,24.0,988.6,989.8,36.9,41.4,28.5,6.87,25.24,288,6.54,19.08,83.81,0
46,20.8,16.45,24.2,989.1,990.3,36.5,42.6,29.4,6.47,22.01,139,5.7,19.08,83.81,0
65,24.1,19.88,25.2,990.6,991.8,33.7,38.3,28.4,5.59,21.33,164,5.53,19.08,83.81,0
74,24.9,21.12,25.8,992.2,993.4,32.5,39.0,26.6,6.19,34.43,95,8.92,19.08,83.81,1
62,23.7,19.48,25.1,991.9,993.1,34.2,39.0,26.8,6.24,19.58,86,5.07,19.08,83.81,0
52,22.5,18.49,25.3,990.7,991.9,36.4,41.9,28.7,6.42,13.64,79,3.53,19.08,83.81,0
52,22.5,17.76,24.6,991.7,992.9,35.7,39.5,28.9,6.65,16.34,189,4.23,19.08,83.81,0
56,23.2,18.81,25.1,992.1,993.3,35.4,40.5,29.4,6.39,15.26,169,3.96,19.08,83.81,0
68,25.1,20.77,25.8,992.6,993.8,33.7,37.1,28.5,5.31,19.44,177,5.04,19.08,83.81,1
67,24.7,20.59,25.7,992.2,993.4,33.8,38.3,28.0,6.27,23.22,172,6.02,19.08,83.81,0
73,25.3,20.95,25.7,992.3,993.5,32.6,37.2,28.0,6.21,22.41,174,5.81,19.08,83.81,1
76,25.7,21.33,25.9,992.1,993.3,32.2,36.1,27.5,5.71,18.5,104,4.79,19.08,83.81,1
87,25.2,20.26,24.9,992.9,994.1,29.0,29.9,25.9,2.51,15.8,153,4.1,19.08,83.81,1
87,25.3,20.65,25.2,991.7,992.9,29.3,30.1,25.6,2.79,11.88,114,3.08,19.08,83.81,1
91,25.3,20.62,25.2,991.0,992.2,28.5,29.8,25.4,2.45,11.34,122,2.94,19.08,83.81,1
82,24.9,20.29,24.9,990.6,991.8,30.0,33.3,25.9,4.76,18.5,194,4.79,19.08,83.81,0
76,23.7,19.0,23.9,991.2,992.4,30.2,32.5,25.6,4.68,18.9,188,4.9,19.08,83.81,1
72,24.0,19.14,24.2,993.4,994.6,31.3,34.1,26.7,4.94,18.63,183,4.83,19.08,83.81,0
77,25.3,20.59,25.3,994.0,995.2,31.4,34.5,26.6,5.48,15.66,178,4.06,19.08,83.81,0
77,25.8,21.58,26.1,993.5,994.7,32.2,35.1,26.8,5.76,9.86,166,2.55,19.08,83.81,0
78,26.1,21.87,26.3,993.4,994.6,32.2,35.2,27.0,5.78,12.56,150,3.26,19.08,83.81,0
78,25.7,21.51,26.0,992.7,993.9,31.9,35.6,26.6,6.14,14.99,141,3.88,19.08,83.81,1
77,25.5,21.24,25.8,992.1,993.3,31.9,35.6,25.9,6.51,17.14,151,4.44,19.08,83.81,1
79,25.4,20.96,25.5,990.8,992.0,31.2,34.8,25.7,6.6,16.74,171,4.34,19.08,83.81,1
85,25.4,20.82,25.3,989.5,990.7,29.8,32.4,26.0,4.67,19.17,154,4.97,19.08,83.81,1
87,25.3,20.67,25.2,990.8,992.0,29.3,32.8,24.9,4.36,11.34,167,2.94,19.08,83.81,1
89,25.7,21.1,25.6,993.0,994.2,29.3,32.6,25.4,4.67,14.31,174,3.71,19.08,83.81,1
83,25.5,20.94,25.5,994.7,995.9,30.4,32.8,25.8,5.18,11.61,198,3.01,19.08,83.81,0
83,25.9,21.45,25.9,994.4,995.6,30.8,33.5,26.2,5.88,12.56,120,3.26,19.08,83.81,1
80,25.5,21.04,25.6,993.8,995.0,31.1,34.7,25.7,6.37,18.63,187,4.83,19.08,83.81,1
88,25.2,20.6,25.2,993.6,994.8,29.1,32.6,25.0,4.49,13.5,141,3.5,19.08,83.81,1
86,25.2,20.37,25.0,993.3,994.5,29.3,31.9,25.2,5.48,18.09,161,4.69,19.08,83.81,1
85,25.2,20.37,25.0,993.7,994.9,29.5,31.4,25.3,5.09,15.26,176,3.96,19.08,83.81,1
88,25.3,20.71,25.3,994.5,995.7,29.2,32.9,25.4,4.49,17.82,173,4.62,19.08,83.81,1
91,25.4,20.57,25.2,993.5,994.7,28.5,30.1,25.2,2.46,11.07,124,2.87,19.08,83.81,1
86,24.9,20.29,24.9,991.4,992.6,29.2,32.8,24.9,4.34,14.18,126,3.68,19.08,83.81,1
88,25.1,20.32,24.9,989.8,991.0,28.8,31.5,25.4,3.7,11.61,153,3.01,19.08,83.81,1
89,24.8,20.1,24.7,988.2,989.4,28.4,30.1,25.3,2.46,12.69,169,3.29,19.08,83.81,1
87,25.0,20.39,24.9,986.6,987.8,29.0,31.3,25.3,4.8,10.66,163,2.76,19.08,83.81,1
93,25.3,20.67,25.2,987.1,988.3,28.1,28.3,25.0,2.84,12.02,121,3.12,19.08,83.81,1
87,25.4,20.72,25.2,988.5,989.7,29.3,33.0,24.7,5.38,13.5,144,3.5,19.08,83.81,1
89,25.2,20.52,25.1,991.4,992.6,28.8,31.1,25.1,4.61,12.02,74,3.12,19.08,83.81,1
88,25.1,20.5,25.1,992.6,993.8,29.0,31.7,24.7,5.02,13.23,176,3.43,19.08,83.81,1
89,25.1,20.4,25.0,991.2,992.4,28.7,31.2,24.5,5.22,18.63,343,4.83,19.08,83.81,1
82,24.9,20.08,24.7,989.4,990.6,29.8,32.7,24.5,5.62,24.44,359,6.34,19.08,83.81,1
82,25.1,20.35,24.9,987.8,989.0,30.0,32.0,26.1,5.62,23.62,349,6.12,19.08,83.81,1
83,25.4,20.7,25.2,988.7,989.9,30.1,32.9,26.2,5.89,19.58,199,5.07,19.08,83.81,1
82,25.6,21.29,25.7,989.3,990.5,30.8,33.5,25.9,5.85,12.56,198,3.26,19.08,83.81,1
85,26.2,21.94,26.2,989.9,991.1,30.7,33.4,26.2,4.81,14.58,38,3.78,19.08,83.81,1
85,25.8,21.17,25.6,990.3,991.5,30.1,33.0,26.3,4.55,19.44,48,5.04,19.08,83.81,1
87,25.7,21.04,25.5,990.6,991.8,29.6,32.0,26.0,3.07,14.31,71,3.71,19.08,83.81,1
88,25.8,21.18,25.6,989.5,990.7,29.5,31.4,26.0,3.05,17.82,105,4.62,19.08,83.81,1
92,25.2,20.52,25.1,989.4,990.6,28.2,28.4,25.5,1.29,13.9,132,3.6,19.08,83.81,1
78,23.8,19.07,23.9,990.3,991.5,29.8,32.8,25.3,5.06,19.31,192,5.0,19.08,83.81,0
75,23.8,18.92,23.9,993.7,994.9,30.4,33.8,24.1,6.52,14.58,196,3.78,19.08,83.81,0
80,25.2,20.89,25.5,995.2,996.4,31.0,34.5,25.2,6.34,11.34,188,2.94,19.08,83.81,0
84,25.4,20.84,25.4,994.0,995.2,30.1,33.6,25.3,5.36,16.34,183,4.23,19.08,83.81,1
79,24.7,20.09,24.8,992.3,993.5,30.5,33.4,25.3,5.79,12.69,202,3.29,19.08,83.81,0
73,23.2,18.64,23.7,993.2,994.4,30.6,34.6,24.4,6.48,16.74,264,4.34,19.08,83.81,0
71,23.2,18.5,23.7,995.6,996.8,31.0,35.9,24.0,6.82,14.58,321,3.78,19.08,83.81,0
76,24.1,19.23,24.2,996.4,997.6,30.5,34.0,24.8,6.52,18.09,86,4.69,19.08,83.81,0
77,25.0,20.44,25.2,995.6,996.8,31.3,34.7,25.1,6.67,13.1,173,3.39,19.08,83.81,0
78,24.9,20.25,25.0,994.8,996.0,30.9,33.6,25.9,5.73,10.8,80,2.8,19.08,83.81,1
77,24.5,19.75,24.6,994.8,996.0,30.7,33.6,25.8,4.87,10.53,159,2.73,19.08,83.81,0
85,25.3,20.68,25.3,995.9,997.1,29.8,32.4,25.9,4.42,12.02,126,3.12,19.08,83.81,1
84,25.4,20.81,25.4,995.7,996.9,30.1,34.0,25.7,5.71,15.52,100,4.02,19.08,83.81,1
84,25.3,20.69,25.3,995.3,996.5,30.0,31.6,25.4,4.67,9.99,75,2.59,19.08,83.81,1
89,25.1,20.22,24.9,994.2,995.4,28.6,30.1,25.3,2.79,12.69,77,3.29,19.08,83.81,1
93,24.9,20.08,24.8,991.8,993.0,27.7,28.7,24.9,2.25,14.72,97,3.82,19.08,83.81,1
86,24.5,19.93,24.6,991.6,992.8,28.9,32.7,24.5,6.06,22.82,175,5.91,19.08,83.81,1
83,25.1,20.48,25.1,993.6,994.8,30.0,32.9,24.6,6.21,17.01,189,4.41,19.08,83.81,0
87,25.7,21.09,25.6,994.2,995.4,29.7,32.4,25.3,5.8,13.9,162,3.6,19.08,83.81,1
87,25.7,20.96,25.5,994.4,995.6,29.6,32.5,25.5,5.47,17.55,152,4.55,19.08,83.81,1
89,25.7,20.95,25.5,994.2,995.4,29.2,32.0,25.0,4.06,12.82,122,3.32,19.08,83.81,1
87,25.6,20.86,25.4,993.3,994.5,29.5,33.1,26.2,4.21,11.74,143,3.04,19.08,83.81,1
90,25.3,20.57,25.2,994.4,995.6,28.7,30.5,25.9,3.1,18.76,155,4.86,19.08,83.81,1
93,25.2,20.37,25.1,995.2,996.4,28.0,29.7,25.0,3.59,15.52,151,4.02,19.08,83.81,1
83,25.3,20.82,25.4,994.7,995.9,30.3,33.6,24.7,6.28,12.42,35,3.22,19.08,83.81,0
72,23.2,18.9,24.0,994.3,995.5,31.1,35.3,24.6,6.71,11.21,16,2.9,19.08,83.81,0
72,22.8,18.03,23.2,994.7,995.9,30.3,33.9,23.4,6.66,12.02,3,3.12,19.08,83.81,0
69,22.7,17.77,23.1,995.4,996.6,30.8,34.1,25.7,6.94,9.18,196,2.38,19.08,83.81,0
75,24.1,19.44,24.4,995.9,997.1,30.9,34.5,25.3,6.57,13.1,179,3.39,19.08,83.81,0
85,25.8,21.3,25.8,996.1,997.3,30.3,34.1,25.7,5.33,14.72,315,3.82,19.08,83.81,1
88,26.3,21.7,26.1,995.0,996.2,30.0,31.7,26.3,4.54,9.86,7,2.55,19.08,83.81,0
85,25.1,20.5,25.1,992.9,994.1,29.6,33.0,25.7,5.63,18.36,14,4.76,19.08,83.81,1
90,24.9,19.92,24.6,990.5,991.7,28.1,28.7,24.9,3.06,11.88,335,3.08,19.08,83.81,1
92,24.8,20.02,24.7,989.8,991.0,27.8,30.8,24.9,3.75,10.94,350,2.83,19.08,83.81,1
91,24.8,20.13,24.8,991.1,992.3,28.1,31.6,24.2,4.07,23.09,209,5.98,19.08,83.81,1
93,25.3,20.56,25.2,992.0,993.2,28.1,28.9,25.0,2.67,12.82,179,3.32,19.08,83.81,1
86,25.2,20.38,25.0,993.2,994.4,29.3,31.1,25.2,4.79,20.52,176,5.32,19.08,83.81,1
83,25.3,20.72,25.3,993.4,994.6,30.2,33.6,25.4,5.89,17.01,182,4.41,19.08,83.81,1
87,25.6,20.76,25.3,992.3,993.5,29.4,32.5,25.4,5.44,19.04,184,4.93,19.08,83.81,1
88,25.8,21.14,25.6,991.6,992.8,29.5,33.7,25.0,5.03,17.14,77,4.44,19.08,83.81,1
90,25.2,20.49,25.1,992.1,993.3,28.6,30.5,25.3,3.63,10.8,87,2.8,19.08,83.81,1
92,25.4,20.59,25.2,991.5,992.7,28.3,31.1,24.9,2.99,12.28,95,3.18,19.08,83.81,1
90,24.8,20.03,24.7,991.0,992.2,28.2,29.8,24.8,2.79,14.18,155,3.68,19.08,83.81,1
83,24.7,20.02,24.7,992.7,993.9,29.6,32.8,24.7,5.5,17.55,185,4.55,19.08,83.81,0
87,25.5,20.83,25.4,994.8,996.0,29.5,32.5,25.2,5.43,11.34,169,2.94,19.08,83.81,1
89,25.6,21.07,25.6,994.2,995.4,29.3,32.8,25.4,5.22,8.91,29,2.31,19.08,83.81,1
90,25.6,20.95,25.5,993.8,995.0,29.0,30.8,24.8,4.83,17.28,120,4.48,19.08,83.81,1
88,25.4,20.7,25.3,994.6,995.8,29.2,32.5,24.9,4.32,14.85,65,3.85,19.08,83.81,1
92,25.0,20.16,24.9,994.7,995.9,28.0,29.1,24.9,2.37,9.18,115,2.38,19.08,83.81,1
89,24.9,20.08,24.8,995.3,996.5,28.5,31.8,24.5,4.83,9.99,136,2.59,19.08,83.81,1
83,24.8,20.07,24.8,995.8,997.0,29.7,33.1,24.3,5.82,12.56,185,3.26,19.08,83.81,0
87,25.1,20.54,25.2,997.0,998.2,29.3,33.1,25.3,5.44,14.18,184,3.68,19.08,83.81,1
90,25.2,20.4,25.1,996.4,997.6,28.6,30.9,24.5,4.31,12.96,173,3.36,19.08,83.81,1
88,25.0,20.32,25.0,995.6,996.8,28.9,30.7,23.9,4.06,13.64,196,3.53,19.08,83.81,1
87,25.1,20.19,24.9,996.2,997.4,29.0,32.2,24.6,4.99,20.92,176,5.42,19.08,83.81,1
87,25.2,20.44,25.1,995.9,997.1,29.2,32.2,24.5,5.74,15.52,271,4.02,19.08,83.81,1
85,25.0,20.33,25.0,995.4,996.6,29.5,33.6,24.9,5.97,14.18,86,3.68,19.08,83.81,1
83,24.6,19.85,24.6,995.1,996.3,29.5,33.6,24.4,5.87,17.01,74,4.41,19.08,83.81,1
89,25.0,20.09,24.8,994.6,995.8,28.5,31.9,23.8,4.86,9.86,104,2.55,19.08,83.81,1
89,25.4,20.6,25.2,993.4,994.6,28.9,30.8,24.1,4.05,11.74,144,3.04,19.08,83.81,1
88,25.7,21.22,25.7,993.5,994.7,29.6,32.7,25.2,4.32,14.18,182,3.68,19.08,83.81,1
88,25.3,20.84,25.4,993.9,995.1,29.3,33.9,25.0,4.96,10.8,104,2.8,19.08,83.81,1
76,23.0,18.59,23.6,995.1,996.3,29.9,35.4,23.2,5.71,12.56,313,3.26,19.08,83.81,0
71,21.4,16.35,21.6,995.6,996.8,28.9,33.0,21.2,6.17,12.42,76,3.22,19.08,83.81,0
72,21.9,16.88,22.1,995.7,996.9,29.2,33.2,22.9,6.25,8.78,217,2.28,19.08,83.81,0
72,22.5,17.47,22.7,996.9,998.1,29.8,33.6,24.1,6.23,10.53,164,2.73,19.08,83.81,0
76,23.6,18.85,23.9,998.8,1000.0,30.2,33.6,25.4,5.93,12.15,177,3.15,19.08,83.81,0
74,23.6,18.87,24.0,1000.2,1001.4,30.7,34.1,25.3,6.12,10.4,57,2.7,19.08,83.81,0
74,22.7,18.0,23.2,1000.4,1001.6,29.9,34.4,23.9,6.33,10.53,312,2.73,19.08,83.81,0
70,22.1,17.02,22.4,1000.5,1001.7,29.9,33.5,24.2,6.09,12.69,327,3.29,19.08,83.81,0
74,22.4,17.45,22.7,1001.9,1003.1,29.4,32.7,24.3,5.9,13.5,308,3.5,19.08,83.81,0
73,22.4,17.2,22.5,1002.6,1003.8,29.4,32.9,24.3,5.93,14.99,202,3.88,19.08,83.81,0
69,21.2,16.25,21.7,1002.3,1003.5,29.4,33.2,23.6,6.1,9.32,283,2.42,19.08,83.81,0
68,20.6,15.67,21.1,1000.8,1002.0,29.0,32.8,22.7,6.07,13.1,333,3.39,19.08,83.81,0
68,20.3,15.38,20.8,1001.2,1002.4,28.7,32.4,22.4,5.97,9.72,261,2.52,19.08,83.81,0
69,20.6,15.51,20.9,1002.0,1003.2,28.6,32.2,22.9,5.8,10.8,271,2.8,19.08,83.81,0
69,21.2,16.25,21.7,1002.5,1003.7,29.4,33.0,23.6,5.85,9.45,343,2.45,19.08,83.81,0
70,21.7,16.49,21.9,1002.7,1003.9,29.4,32.5,23.7,5.28,11.34,346,2.94,19.08,83.81,0
68,20.4,15.63,21.1,1003.0,1004.2,29.0,33.7,23.5,5.84,12.82,353,3.32,19.08,83.81,0
70,19.9,15.08,20.4,1003.2,1004.4,27.9,32.5,21.6,5.72,13.77,4,3.57,19.08,83.81,0
64,17.7,13.3,18.6,1002.5,1003.7,27.3,32.7,20.5,5.83,18.09,5,4.69,19.08,83.81,0
62,18.5,13.46,18.9,1000.0,1001.2,28.0,32.0,21.7,4.38,24.57,6,6.37,19.08,83.81,0
69,20.6,15.81,21.2,1000.6,1001.8,28.9,33.2,21.9,5.72,14.31,55,3.71,19.08,83.81,0
73,21.7,16.8,22.1,1002.5,1003.7,29.0,32.2,23.9,5.12,13.23,175,3.43,19.08,83.81,0
69,20.4,15.59,21.0,1002.8,1004.0,28.7,32.4,23.3,5.52,11.88,43,3.08,19.08,83.81,0
68,19.0,14.48,19.8,1002.4,1003.6,27.7,32.1,21.2,5.62,12.82,10,3.32,19.08,83.81,0
69,19.0,14.34,19.6,1002.8,1004.0,27.3,31.6,20.8,5.51,9.86,347,2.55,19.08,83.81,0
59,16.3,12.1,17.4,1002.7,1003.9,27.1,31.4,19.5,5.89,11.21,348,2.9,19.08,83.81,0
60,16.4,12.09,17.3,1003.0,1004.2,26.8,30.9,20.4,5.79,13.77,290,3.57,19.08,83.81,0
65,18.2,13.25,18.5,1003.5,1004.7,27.0,31.9,20.7,5.37,12.02,311,3.12,19.08,83.81,0
75,20.7,15.58,20.8,1003.9,1005.1,27.3,31.1,21.6,4.8,10.4,281,2.7,19.08,83.81,0
84,22.7,17.39,22.5,1002.8,1004.0,27.2,30.8,21.7,4.65,11.88,247,3.08,19.08,83.81,1
84,22.9,17.94,23.0,1001.2,1002.4,27.7,32.6,22.3,5.13,17.42,151,4.51,19.08,83.81,1
85,22.9,17.73,22.8,1001.4,1002.6,27.3,31.7,22.4,4.7,21.74,234,5.64,19.08,83.81,1
82,22.4,17.17,22.3,1002.8,1004.0,27.4,31.6,21.9,4.85,16.74,53,4.34,19.08,83.81,0
82,22.5,17.36,22.5,1003.9,1005.1,27.6,32.2,21.9,4.34,14.72,343,3.82,19.08,83.81,0
78,21.9,16.91,22.1,1003.6,1004.8,28.0,32.3,22.7,5.04,19.98,217,5.18,19.08,83.81,0
62,17.3,13.58,19.1,1003.1,1004.3,28.2,33.1,21.9,5.42,17.82,4,4.62,19.08,83.81,0
56,14.4,10.67,15.6,1003.7,1004.9,25.9,31.9,18.7,5.54,11.74,291,3.04,19.08,83.81,0
60,15.9,11.63,16.7,1005.0,1006.2,26.2,31.8,18.9,5.47,9.32,272,2.42,19.08,83.81,0
62,17.2,12.85,18.2,1005.0,1006.2,27.3,33.2,19.9,5.38,11.07,353,2.87,19.08,83.81,0
61,17.4,12.79,18.2,1004.8,1006.0,27.5,33.3,20.9,5.33,11.34,295,2.94,19.08,83.81,0
